config,combo_count,wheel_count,cartwheel_first_count
D2758,0,0,325
D2759,0,0,0
D2760,0,0,446
D2761,0,0,47
D2762,0,0,43
D2763,0,0,53
D2764,0,0,121
D2765,0,0,59
D2766,0,0,223
D2767,0,0,53
D2768,0,0,46
D2769,0,0,6
D2770,0,0,103
D2771,0,0,44
D2772,0,0,505
D2773,0,0,181
D2774,0,0,31
D2775,0,0,17
D2776,0,0,248
D2777,0,0,689
D2778,0,0,423
D2779,0,0,428
D2780,0,0,262
D2781,0,0,181
D2782,0,0,259
D2783,0,0,139
D2784,0,0,52
D2785,0,0,148
D2786,0,0,51
D2787,0,0,284
D2788,0,0,154
D2789,0,0,46
D2790,0,0,49
D2791,0,0,166
D2792,0,0,18
D2793,0,0,128
D2794,0,0,105
D2795,0,42,0
D2796,0,12,0
D2797,0,0,12
D2798,0,73,0
D2799,0,0,161
D2800,0,0,93
D2801,0,0,52
D2802,0,0,332
D2803,0,20,0
D2804,0,0,95
D2805,0,20,0
D2806,0,0,23
D2807,0,0,34
D2808,0,0,9
D2809,0,5,0
D2810,0,0,214
D2811,0,0,84
D2812,0,0,262
D2813,0,0,67
D2814,0,0,107
D2815,0,0,79
D2816,0,0,11
D2817,0,0,9
D2818,0,0,6
D2819,0,0,35
D2820,0,0,5
D2821,0,12,0
D2822,8,0,0
D2823,12,0,0
D2824,4,0,0
D2825,16,0,0
D2826,27,0,0
D2827,0,0,0
D2828,6,0,0
D2829,6,0,0
D2830,0,0,0
D2831,2,0,0
D2832,5,0,0
D2833,2,0,570
D2834,0,0,0
D2835,0,0,590
D2836,0,0,61
D2837,0,0,53
D2838,0,0,21
D2839,0,0,111
D2840,0,0,144
D2841,0,0,15
D2842,0,0,211
D2843,0,0,460
D2844,8,0,155
D2845,0,0,24
D2846,0,0,18
D2847,0,0,27
D2848,0,0,110
D2849,0,0,2404
D2850,0,0,435
D2851,0,0,76
D2852,0,0,12
D2853,0,0,913
D2854,0,0,32
D2855,0,0,826
D2856,0,0,470
D2857,0,0,511
D2858,0,0,6
D2859,0,0,19
D2860,0,0,294
D2861,0,0,2
D2862,0,0,5
D2863,0,0,83
D2864,0,0,33
D2865,0,0,243
D2866,0,0,0
D2867,0,0,31
D2868,0,0,138
D2869,0,0,211
D2870,0,0,13
D2871,0,0,11
D2872,0,0,17
D2873,0,0,921
D2874,0,0,69
D2875,0,0,18
D2876,0,0,50
D2877,0,0,103
D2878,0,0,16
D2879,0,0,72
D2880,0,0,184
D2881,0,0,72
D2882,0,0,68
D2883,0,0,0
D2884,0,0,25
D2885,0,0,6
D2886,0,0,119
D2887,0,0,136
D2888,0,0,148
D2889,0,0,33
D2890,0,0,168
D2891,0,0,96
D2892,0,0,57
D2893,0,0,21
D2894,0,0,99
D2895,0,0,164
D2896,0,0,22
D2897,0,0,18
D2898,0,0,9
D2899,0,0,18
D2900,0,0,23
D2901,0,0,75
D2902,0,0,69
D2903,0,0,532
D2904,0,0,182
D2905,0,0,290
D2906,0,0,37
D2907,0,0,10
D2908,0,0,2
D2909,0,0,15
D2910,0,0,5
D2911,0,0,197
D2912,0,0,37
D2913,0,0,187
D2914,0,0,432
D2915,0,0,7
D2916,0,0,67
D2917,0,0,87
D2918,0,0,24
D2919,0,0,202
D2920,0,0,94
D2921,0,0,418
D2922,0,0,69
D2923,0,0,23
D2924,0,0,437
D2925,0,0,731
D2926,0,0,33
D2927,0,0,1628
D2928,0,0,28
D2929,0,0,50
D2930,0,0,253
D2931,0,0,72
D2932,0,0,627
D2933,0,0,5
D2934,0,0,14
D2935,0,0,103
D2936,0,0,422
D2937,0,0,102
D2938,0,0,20
D2939,0,0,31
D2940,0,0,437
D2941,0,0,1071
D2942,0,0,133
D2943,0,0,60
D2944,0,0,47
D2945,0,0,118
D2946,0,0,71
D2947,0,0,837
D2948,0,0,439
D2949,0,0,24
D2950,0,0,156
D2951,0,0,471
D2952,0,0,4
D2953,0,0,6
D2954,0,0,5
D2955,0,0,18
D2956,0,0,119
D2957,0,0,11
D2958,0,0,50
D2959,0,0,40
D2960,0,0,14
D2961,0,0,19
D2962,0,0,7
D2963,0,0,63
D2964,0,0,14
D2965,0,0,9
D2966,0,0,36
D2967,0,0,23
D2968,0,0,57
D2969,0,0,5
D2970,0,0,8
D2971,0,0,131
D2972,0,0,214
D2973,0,0,96
D2974,0,0,0
D2975,0,0,529
D2976,0,0,548
D2977,0,0,140
D2978,0,0,273
D2979,0,0,14
D2980,0,0,6
D2981,0,0,166
D2982,0,0,0
D2983,0,0,795
D2984,0,0,12
D2985,0,0,24
D2986,0,0,13
D2987,0,0,10
D2988,0,0,56
D2989,0,0,2
D2990,0,0,5
D2991,0,0,89
D2992,0,0,25
D2993,0,0,250
D2994,0,0,63
D2995,0,0,253
D2996,0,0,58
D2997,0,0,15
D2998,0,0,75
D2999,0,0,26
D3000,0,0,129
D3001,0,0,1
D3002,0,0,22
D3003,0,0,24
D3004,0,0,58
D3005,0,0,30
D3006,0,0,8
D3007,0,0,0
D3008,0,0,7
D3009,0,1,0
D3010,0,0,180
D3011,0,0,271
D3012,0,0,632
D3013,0,0,353
D3014,0,0,1919
D3015,0,0,435
D3016,0,0,6
D3017,0,0,118
D3018,0,0,20
D3019,0,0,242
D3020,0,0,27
D3021,0,0,39
D3022,0,0,72
D3023,0,0,33
D3024,0,0,31
D3025,0,0,90
D3026,0,0,200
D3027,0,0,118
D3028,0,0,264
D3029,0,0,54
D3030,0,0,15
D3031,0,0,99
D3032,0,0,40
D3033,0,0,12
D3034,0,0,468
D3035,0,0,434
D3036,0,0,22
D3037,0,0,36
D3038,0,0,335
D3039,0,0,36
D3040,0,0,31
D3041,0,0,175
D3042,0,0,124
D3043,0,0,285
D3044,0,0,143
D3045,0,0,164
D3046,0,0,231
D3047,0,0,612
D3048,0,0,84
D3049,0,0,16
D3050,0,0,11
D3051,0,0,4
D3052,0,0,20
D3053,0,0,2
D3054,0,0,25
D3055,0,0,67
D3056,0,0,10
D3057,0,0,19
D3058,0,0,36
D3059,0,0,38
D3060,0,0,9
D3061,0,0,4
D3062,0,0,16
D3063,0,0,429
D3064,0,0,227
D3065,0,0,702
D3066,0,0,21
D3067,0,0,362
D3068,0,0,7
D3069,0,0,61
D3070,0,0,0
D3071,0,0,0
D3072,0,0,200
D3073,0,0,787
D3074,0,0,51
D3075,0,0,363
D3076,0,0,188
D3077,0,0,49
D3078,0,0,214
D3079,0,0,38
D3080,0,0,354
D3081,0,0,63
D3082,0,0,93
D3083,0,0,277
D3084,0,0,44
D3085,0,0,30
D3086,0,0,2
D3087,0,0,33
D3088,0,0,4
D3089,0,0,28
D3090,0,0,3
D3091,0,0,404
D3092,0,0,9
D3093,0,0,32
D3094,0,0,0
D3095,0,0,14
D3096,0,0,103
D3097,0,0,283
D3098,0,0,27
D3099,0,0,33
D3100,0,0,5149
D3101,0,0,52
D3102,0,0,917
D3103,0,0,35
D3104,0,0,18
D3105,0,0,16
D3106,0,0,176
D3107,0,0,92
D3108,0,0,27
D3109,0,0,18
D3110,0,0,879
D3111,0,0,0
D3112,0,0,115
D3113,0,0,22
D3114,0,0,195
D3115,0,0,175
D3116,0,0,483
D3117,0,0,283
D3118,0,0,0
D3119,0,0,86
D3120,0,0,271
D3121,0,0,224
D3122,0,0,221
D3123,0,0,31
D3124,0,0,14
D3125,0,0,0
D3126,0,0,826
D3127,0,0,44
D3128,0,0,78
D3129,0,0,32
D3130,0,0,258
D3131,0,0,148
D3132,0,0,83
D3133,0,0,352
D3134,0,0,35
D3135,0,0,33
D3136,0,0,22
D3137,0,0,335
D3138,0,0,56
D3139,0,0,11
D3140,0,0,180
D3141,0,0,25
D3142,0,0,19
D3143,0,0,150
D3144,0,0,31
D3145,0,0,148
D3146,0,0,152
D3147,0,0,618
D3148,0,0,6
D3149,0,0,36
D3150,0,0,18
D3151,0,0,224
D3152,0,0,31
D3153,0,0,16
D3154,0,0,98
D3155,0,0,26
D3156,0,0,30
D3157,0,0,111
D3158,0,0,83
D3159,0,0,71
D3160,0,0,50
D3161,0,0,60
D3162,0,0,16
D3163,0,0,232
D3164,0,0,57
D3165,0,0,54
D3166,0,0,27
D3167,0,0,107
D3168,0,0,18
D3169,0,0,428
D3170,0,0,122
D3171,0,0,140
D3172,0,0,140
D3173,0,0,23
D3174,0,0,71
D3175,0,0,82
D3176,0,0,43
D3177,0,0,114
D3178,0,0,352
D3179,0,0,73
D3180,0,0,18
D3181,0,0,26
D3182,0,0,27
D3183,0,0,164
D3184,0,0,441
D3185,0,0,24
D3186,0,0,4
D3187,0,0,23
D3188,0,0,56
D3189,0,0,541
D3190,0,0,105
D3191,0,0,34
D3192,0,0,928
D3193,0,0,346
D3194,0,0,184
D3195,0,0,972
D3196,0,0,169
D3197,0,0,212
D3198,0,0,126
D3199,0,0,224
D3200,0,0,43
D3201,0,0,12
D3202,0,0,143
D3203,0,0,2114
D3204,56,0,203
D3205,0,0,246
D3206,0,0,26
D3207,0,0,0
D3208,0,0,648
D3209,0,0,819
D3210,20,0,55
D3211,0,0,188
D3212,0,0,383
D3213,0,0,143
D3214,0,0,239
D3215,0,0,765
D3216,0,0,70
D3217,0,0,205
D3218,0,0,1175
D3219,0,0,994
D3220,0,0,130
D3221,0,0,86
D3222,0,0,996
D3223,0,0,1416
D3224,0,0,112
D3225,0,0,1907
D3226,0,0,95
D3227,0,0,77
D3228,0,0,97
D3229,0,0,191
D3230,0,0,123
D3231,0,0,251
D3232,0,0,376
D3233,0,0,85
D3234,0,0,279
D3235,0,0,822
D3236,0,0,2
D3237,0,0,78
D3238,0,0,693
D3239,0,0,732
D3240,0,0,90
D3241,0,0,19
D3242,0,0,56
D3243,0,0,396
D3244,0,0,413
D3245,0,0,0
D3246,0,0,113
D3247,0,0,19
D3248,0,0,0
D3249,0,0,0
D3250,0,0,235
D3251,0,0,12
D3252,0,0,185
D3253,0,0,28
D3254,0,0,187
D3255,0,0,219
D3256,0,0,214
D3257,0,0,13
D3258,0,0,24
D3259,0,0,236
D3260,0,0,7
D3261,0,0,0
D3262,0,0,97
D3263,0,0,35
D3264,0,0,40
D3265,0,0,57
D3266,0,0,39
D3267,0,0,41
D3268,0,0,63
D3269,0,0,102
D3270,0,0,14
D3271,0,0,0
D3272,0,0,247
D3273,0,0,3
D3274,0,0,72
D3275,0,0,131
D3276,0,0,6
D3277,0,0,49
D3278,0,0,55
D3279,0,0,37
D3280,0,0,98
D3281,0,0,36
D3282,0,0,6
D3283,0,0,3
D3284,0,0,180
D3285,0,0,15
D3286,0,0,473
D3287,0,0,128
D3288,0,0,23
D3289,0,0,82
D3290,0,0,30
D3291,0,0,42
D3292,0,0,137
D3293,0,0,0
D3294,0,0,32
D3295,0,0,8
D3296,0,0,54
D3297,0,0,199
D3298,0,0,21
D3299,0,0,22
D3300,0,0,17
D3301,0,0,66
D3302,0,0,69
D3303,0,0,51
D3304,0,0,20
D3305,0,0,11
D3306,0,0,240
D3307,0,0,864
D3308,0,0,9
D3309,0,0,19
D3310,0,0,206
D3311,0,0,152
D3312,0,0,7
D3313,0,0,0
D3314,0,0,14
D3315,0,0,219
D3316,0,0,21
D3317,0,0,27
D3318,0,0,0
D3319,0,0,58
D3320,0,0,38
D3321,0,0,34
D3322,0,0,76
D3323,0,0,24
D3324,0,0,10
D3325,0,0,65
D3326,0,0,3706
D3327,0,0,99
D3328,0,0,84
D3329,0,0,40
D3330,0,0,52
D3331,0,0,258
D3332,0,0,82
D3333,0,0,0
D3334,0,0,0
D3335,0,0,99
D3336,0,0,62
D3337,0,0,121
D3338,0,0,105
D3339,0,0,78
D3340,0,0,79
D3341,0,0,54
D3342,0,0,12
D3343,0,0,112
D3344,0,0,77
D3345,0,0,13
D3346,0,0,0
D3347,0,0,31
D3348,0,0,0
D3349,0,0,0
D3350,0,0,47
D3351,0,0,0
D3352,0,0,24
D3353,0,0,0
D3354,0,0,24
D3355,0,0,16
D3356,0,0,0
D3357,0,0,45
D3358,0,0,18
D3359,0,0,18
D3360,0,0,298
D3361,0,0,89
D3362,0,0,0
D3363,0,0,30
D3364,0,0,0
D3365,0,0,52
D3366,0,0,679
D3367,0,0,38
D3368,0,0,25
D3369,0,0,13
D3370,0,0,217
D3371,0,0,46
D3372,0,0,0
D3373,0,0,8
D3374,0,0,0
D3375,0,0,143
D3376,0,0,40
D3377,0,0,86
D3378,0,0,23
D3379,0,0,4
D3380,0,0,117
D3381,0,0,48
D3382,0,0,29
D3383,0,0,200
D3384,0,0,105
D3385,0,0,155
D3386,0,0,4
D3387,0,0,8
D3388,0,0,35
D3389,0,0,149
D3390,0,0,26
D3391,0,0,11
D3392,0,0,546
D3393,0,0,40
D3394,0,0,203
D3395,0,0,36
D3396,0,0,181
D3397,0,0,0
D3398,0,0,36
D3399,0,0,39
D3400,0,0,39
D3401,0,0,9
D3402,0,0,22
D3403,0,0,60
D3404,0,0,13
D3405,0,0,38
D3406,0,0,0
D3407,0,0,10
D3408,0,0,444
D3409,0,0,213
D3410,0,0,58
D3411,0,0,5
D3412,0,0,288
D3413,0,0,500
D3414,0,0,440
D3415,0,0,478
D3416,0,0,102
D3417,0,0,132
D3418,0,0,171
D3419,0,0,1829
D3420,0,0,340
D3421,0,0,0
D3422,0,0,33
D3423,0,0,175
D3424,0,0,44
D3425,0,0,213
D3426,0,0,17
D3427,0,0,28
D3428,0,0,673
D3429,0,0,78
D3430,0,0,33
D3431,0,0,10
D3432,0,0,38
D3433,0,0,211
D3434,0,0,138
D3435,0,0,125
D3436,0,0,101
D3437,0,0,20
D3438,0,0,36
D3439,0,0,44
D3440,0,0,0
D3441,0,0,0
D3442,0,0,79
D3443,0,0,34
D3444,16,0,12
D3445,0,0,297
D3446,0,0,0
D3447,0,0,9
D3448,0,0,500
D3449,0,0,87
D3450,0,0,0
D3451,0,0,0
D3452,0,0,0
D3453,0,0,234
D3454,0,0,5
D3455,0,0,20
D3456,0,0,90
D3457,0,0,33
D3458,0,0,365
D3459,0,0,45
D3460,0,0,164
D3461,0,0,14
D3462,0,0,455
D3463,0,0,226
D3464,0,0,662
D3465,0,0,507
D3466,0,0,70
D3467,0,0,61
D3468,0,0,953
D3469,0,0,476
D3470,0,0,58
D3471,0,0,20
D3472,0,0,761
D3473,0,0,114
D3474,0,0,234
D3475,0,0,56
D3476,0,0,82
D3477,0,0,82
D3478,0,0,109
D3479,0,0,510
D3480,0,0,47
D3481,0,0,284
D3482,0,0,39
D3483,0,0,0
D3484,0,0,22
D3485,0,0,38
D3486,0,0,76
D3487,0,0,346
D3488,0,0,168
D3489,0,0,6
D3490,0,0,173
D3491,0,0,384
D3492,0,0,9
D3493,0,0,287
D3494,0,0,24
D3495,0,0,179
D3496,0,0,73
D3497,0,0,0
D3498,0,0,92
D3499,0,0,59
D3500,0,0,186
D3501,0,0,478
D3502,0,0,22
D3503,0,0,33
D3504,0,0,6
D3505,0,0,42
D3506,0,0,101
D3507,0,0,157
D3508,0,0,54
D3509,0,0,229
D3510,0,0,48
D3511,0,0,282
D3512,0,0,13
D3513,0,0,21
D3514,0,0,10
D3515,0,0,137
D3516,0,0,313
D3517,0,0,379
D3518,0,0,97
D3519,0,0,100
D3520,0,0,129
D3521,0,0,236
D3522,0,0,20
D3523,0,0,72
D3524,0,0,204
D3525,0,0,114
D3526,0,0,118
D3527,0,0,90
D3528,0,0,73
D3529,0,0,20
D3530,0,0,25
D3531,0,0,139
D3532,0,0,68
D3533,0,0,64
D3534,0,0,12
D3535,0,0,38
D3536,0,0,848
D3537,0,0,155
D3538,0,0,0
D3539,0,0,102
D3540,0,0,186
D3541,0,0,269
D3542,0,0,127
D3543,0,0,73
D3544,0,0,28
D3545,0,0,92
D3546,0,0,35
D3547,0,0,70
D3548,0,0,110
D3549,0,0,39
D3550,0,0,364
D3551,0,0,164
D3552,0,0,89
D3553,0,0,110
D3554,0,0,145
D3555,0,0,6
D3556,0,0,73
D3557,0,0,56
D3558,0,0,22
D3559,0,0,0
D3560,0,0,140
D3561,0,0,25
D3562,0,0,32
D3563,0,0,8
D3564,0,0,10
D3565,0,0,2
D3566,0,0,0
D3567,0,0,15
D3568,0,0,36
D3569,0,0,16
D3570,0,0,36
D3571,0,0,10
D3572,0,0,30
D3573,0,0,50
D3574,0,0,4
D3575,0,0,2
D3576,0,0,57
D3577,0,0,24
D3578,0,0,132
D3579,0,0,2
D3580,0,0,18
D3581,0,0,10
D3582,0,0,145
D3583,0,0,256
D3584,0,0,21
D3585,0,0,14
D3586,0,0,28
D3587,0,0,24
D3588,0,0,60
D3589,0,0,34
D3590,0,0,18
D3591,0,0,34
D3592,0,0,57
D3593,0,0,20
D3594,0,0,3
D3595,0,0,10
D3596,0,0,4
D3597,0,0,0
D3598,0,0,0
D3599,0,0,0
D3600,0,0,43
D3601,0,0,4
D3602,0,0,10
D3603,0,0,51
D3604,0,0,95
D3605,0,0,37
D3606,0,0,32
D3607,0,0,0
D3608,0,0,179
D3609,0,0,130
D3610,0,0,80
D3611,0,0,7
D3612,0,0,10
D3613,0,0,58
D3614,0,0,259
D3615,0,0,120
D3616,0,0,50
D3617,0,0,14
D3618,0,0,75
D3619,0,0,34
D3620,0,0,11
D3621,0,0,64
D3622,0,0,135
D3623,0,0,234
D3624,0,0,69
D3625,0,0,79
D3626,0,0,44
D3627,0,0,52
D3628,0,0,33
D3629,0,0,63
D3630,0,0,42
D3631,0,0,0
D3632,0,0,209
D3633,0,0,414
D3634,0,0,27
D3635,0,0,135
D3636,0,0,0
D3637,0,0,0
D3638,0,0,0
D3639,0,0,22
D3640,0,0,0
D3641,0,0,1
D3642,0,0,36
D3643,0,0,21
D3644,0,0,6
D3645,0,0,38
D3646,0,0,12
D3647,0,0,5
D3648,0,0,45
D3649,0,0,95
D3650,0,0,2
D3651,0,0,18
D3652,0,0,24
D3653,0,0,77
D3654,0,0,0
D3655,0,0,38
D3656,0,0,12
D3657,0,0,18
D3658,0,0,30
D3659,0,0,26
D3660,0,0,34
D3661,0,0,55
D3662,0,0,25
D3663,0,0,18
D3664,0,0,20
D3665,0,0,6
D3666,0,0,18
D3667,0,0,2
D3668,0,0,4
D3669,0,0,13
D3670,0,0,39
D3671,0,0,39
D3672,0,0,19
D3673,0,0,118
D3674,0,0,49
D3675,0,0,99
D3676,0,0,0
D3677,0,0,20
D3678,0,0,202
D3679,0,0,541
D3680,0,0,51
D3681,0,0,224
D3682,0,0,177
D3683,0,0,61
D3684,0,0,9
D3685,0,0,1
D3686,0,0,147
D3687,0,0,265
D3688,0,0,255
D3689,0,0,62
D3690,0,0,1075
D3691,0,0,170
D3692,0,0,12
D3693,0,0,7
D3694,0,0,159
D3695,0,0,0
D3696,0,0,0
D3697,0,0,59
D3698,0,0,137
D3699,0,0,51
D3700,0,0,224
D3701,8,0,85
D3702,0,0,133
D3703,0,0,10
D3704,0,0,39
D3705,0,0,7
D3706,0,0,1843
D3707,0,0,236
D3708,0,0,128
D3709,0,0,109
D3710,0,0,133
D3711,0,0,77
D3712,0,0,216
D3713,0,0,98
D3714,0,0,185
D3715,0,0,85
D3716,0,0,966
D3717,0,0,521
D3718,0,0,133
D3719,0,0,15
D3720,0,0,368
D3721,0,0,766
D3722,0,0,0
D3723,0,0,8
D3724,0,0,26
D3725,0,0,38
D3726,0,0,21
D3727,0,0,19
D3728,0,0,160
D3729,0,0,221
D3730,0,0,76
D3731,0,0,60
D3732,0,0,15
D3733,0,0,7
D3734,0,0,11
D3735,0,0,17
D3736,0,0,1092
D3737,0,0,174
D3738,0,0,29
D3739,0,0,35
D3740,0,0,57
D3741,0,0,24
D3742,0,0,4
D3743,0,0,46
D3744,0,0,10
D3745,0,0,39
D3746,0,0,0
D3747,0,0,53
D3748,0,0,0
D3749,0,0,16
D3750,0,0,2
D3751,0,0,26
D3752,0,0,45
D3753,0,0,30
D3754,0,0,32
D3755,0,0,13
D3756,0,0,10
D3757,0,0,109
D3758,0,0,17
D3759,0,0,39
D3760,0,0,39
D3761,0,0,269
D3762,0,0,14
D3763,0,0,9
D3764,0,0,14
D3765,0,0,11
D3766,0,0,143
D3767,0,0,52
D3768,0,0,136
D3769,0,0,29
D3770,0,0,220
D3771,0,0,74
D3772,0,0,64
D3773,0,0,49
D3774,0,0,0
D3775,0,0,0
D3776,0,0,155
D3777,0,0,181
D3778,0,0,44
D3779,0,0,9
D3780,0,0,8
D3781,0,0,147
D3782,0,0,61
D3783,0,0,89
D3784,0,0,163
D3785,0,0,18
D3786,0,0,26
D3787,0,0,92
D3788,0,0,64
D3789,0,0,25
D3790,0,0,148
D3791,0,0,9
D3792,0,0,39
D3793,0,0,87
D3794,0,0,83
D3795,0,0,87
D3796,0,0,0
D3797,0,0,64
D3798,0,0,144
D3799,0,0,629
D3800,0,0,21
D3801,0,0,141
D3802,0,0,194
D3803,0,0,0
D3804,0,0,273
D3805,0,0,436
D3806,0,0,36
D3807,0,0,18
D3808,0,0,245
D3809,0,0,279
D3810,0,0,20
D3811,0,0,50
D3812,0,0,6
D3813,0,0,7
D3814,0,0,6
D3815,0,0,13
D3816,0,0,12
D3817,0,0,6
D3818,0,0,0
D3819,0,0,23
D3820,0,0,1
D3821,0,0,15
D3822,0,0,16
D3823,0,0,31
D3824,0,0,47
D3825,0,0,33
D3826,0,0,0
D3827,0,0,7
D3828,0,0,7
D3829,0,0,64
D3830,0,0,0
D3831,0,0,4
D3832,0,0,0
D3833,0,0,63
D3834,0,0,74
D3835,0,0,20
D3836,0,0,44
D3837,0,0,38
D3838,0,0,0
D3839,0,0,1
D3840,0,0,11
D3841,0,0,12
D3842,0,0,372
D3843,0,0,2
D3844,0,0,243
D3845,0,0,53
D3846,0,0,0
D3847,0,0,9
D3848,0,0,88
D3849,0,0,326
D3850,0,0,45
D3851,0,0,29
D3852,0,0,685
D3853,0,0,180
D3854,0,0,32
D3855,0,0,15
D3856,0,0,233
D3857,0,0,59
D3858,0,0,133
D3859,0,0,99
D3860,0,0,12
D3861,0,0,25
D3862,0,0,111
D3863,0,0,66
D3864,0,0,104
D3865,0,0,40
D3866,0,0,0
D3867,0,0,0
D3868,0,0,57
D3869,0,0,46
D3870,0,0,4
D3871,0,0,6
D3872,0,0,50
D3873,0,0,43
D3874,0,0,20
D3875,0,0,19
D3876,0,0,28
D3877,0,0,6
D3878,0,0,139
D3879,0,0,20
D3880,0,0,24
D3881,0,0,101
D3882,0,0,7
D3883,0,0,0
D3884,0,0,2
D3885,0,0,21
D3886,0,0,39
D3887,0,0,105
D3888,0,0,39
D3889,0,0,74
D3890,0,0,339
D3891,0,0,725
D3892,0,0,27
D3893,0,0,36
D3894,0,0,247
D3895,0,0,18
D3896,0,0,127
D3897,0,0,214
D3898,0,0,96
D3899,0,0,51
D3900,0,0,159
D3901,0,0,2097
D3902,0,0,36
D3903,0,0,39
D3904,0,0,94
D3905,0,0,42
D3906,0,0,90
D3907,0,0,188
D3908,0,0,13
D3909,0,0,91
D3910,0,0,47
D3911,0,0,120
D3912,0,0,193
D3913,0,0,229
D3914,0,0,77
D3915,0,0,75
D3916,0,0,307
D3917,0,0,273
D3918,0,0,0
D3919,0,0,0
D3920,0,0,653
D3921,0,0,395
D3922,0,0,8
D3923,0,0,0
D3924,0,0,24
D3925,0,0,11
D3926,0,0,67
D3927,0,0,109
D3928,0,0,45
D3929,0,0,99
D3930,0,0,143
D3931,0,0,80
D3932,0,0,0
D3933,0,0,0
D3934,0,0,30
D3935,0,0,42
D3936,0,0,37
D3937,0,0,153
D3938,0,0,40
D3939,0,0,0
D3940,0,0,112
D3941,0,0,22
D3942,0,0,23
D3943,0,0,30
D3944,0,0,10
D3945,0,0,35
D3946,0,0,328
D3947,0,0,434
D3948,0,0,117
D3949,0,0,72
D3950,0,0,277
D3951,0,0,30
D3952,0,0,55
D3953,0,0,20
D3954,0,0,39
D3955,0,0,50
D3956,0,0,783
D3957,0,0,40
D3958,0,0,50
D3959,0,0,43
D3960,0,0,328
D3961,0,0,4
D3962,0,0,81
D3963,0,0,17
D3964,0,0,55
D3965,0,0,38
D3966,0,0,0
D3967,0,0,87
D3968,0,0,7
D3969,0,0,26
D3970,0,0,19
D3971,0,0,5
D3972,0,0,60
D3973,0,0,60
D3974,0,0,3
D3975,0,0,4
D3976,0,0,903
D3977,0,0,258
D3978,0,0,117
D3979,0,0,31
D3980,0,0,21
D3981,0,0,21
D3982,0,0,512
D3983,0,0,1576
D3984,0,0,89
D3985,0,0,89
D3986,0,0,70
D3987,0,0,327
D3988,0,0,23
D3989,0,0,232
D3990,0,0,0
D3991,0,0,269
D3992,0,0,55
D3993,0,0,411
D3994,0,0,225
D3995,0,0,511
D3996,0,0,4
D3997,0,0,21
D3998,0,0,196
D3999,0,0,89
D4000,0,0,691
D4001,0,0,123
D4002,0,0,162
D4003,0,0,33
D4004,0,0,52
D4005,0,0,12
D4006,0,0,423
D4007,0,0,645
D4008,0,0,29
D4009,0,0,76
D4010,0,0,709
D4011,0,0,255
D4012,0,0,0
D4013,0,0,3
D4014,0,0,201
D4015,0,0,53
D4016,0,0,90
D4017,0,0,140
D4018,0,0,128
D4019,0,0,39
D4020,0,0,91
D4021,0,0,297
D4022,0,0,31
D4023,0,0,24
D4024,0,0,70
D4025,0,0,11
D4026,0,0,148
D4027,0,0,138
D4028,0,0,0
D4029,0,0,38
D4030,0,0,1459
D4031,0,0,557
D4032,0,0,44
D4033,0,0,86
D4034,0,0,85
D4035,0,0,39
D4036,0,0,740
D4037,0,0,1
D4038,0,0,56
D4039,0,0,18
D4040,0,0,150
D4041,0,0,314
D4042,0,0,3
D4043,0,0,28
D4044,0,0,36
D4045,0,0,80
D4046,0,0,509
D4047,0,0,929
D4048,0,0,19
D4049,0,0,233
D4050,0,0,212
D4051,0,0,2543
D4052,0,0,47
D4053,0,0,15
D4054,0,0,0
D4055,0,0,7
D4056,0,0,10
D4057,0,0,0
D4058,0,0,9
D4059,0,0,6
D4060,0,0,0
D4061,0,0,23
D4062,0,0,13
D4063,0,0,28
D4064,0,0,4
D4065,0,0,0
D4066,0,0,11
D4067,0,0,0
D4068,0,0,6
D4069,0,0,0
D4070,0,0,29
D4071,0,0,63
D4072,0,0,2
D4073,0,0,5
D4074,0,0,0
D4075,0,0,11
D4076,0,0,12
D4077,0,0,91
D4078,0,0,19
D4079,0,0,21
D4080,0,0,22
D4081,0,0,26
D4082,0,0,66
D4083,0,0,141
D4084,0,0,20
D4085,0,0,126
D4086,0,0,0
D4087,0,0,35
D4088,0,0,244
D4089,0,0,291
D4090,0,0,0
D4091,0,0,12
D4092,0,0,32
D4093,0,0,162
D4094,0,0,29
D4095,0,0,3
D4096,0,0,0
D4097,0,0,19
D4098,0,0,88
D4099,0,0,35
D4100,0,0,19
D4101,0,0,0
D4102,0,0,546
D4103,0,0,0
D4104,0,0,0
D4105,0,0,0
D4106,0,0,0
D4107,0,0,69
D4108,0,0,49
D4109,0,0,66
D4110,0,0,30
D4111,0,0,0
D4112,0,0,45
D4113,0,0,72
D4114,0,0,66
D4115,0,0,113
D4116,0,0,0
D4117,0,0,29
D4118,0,0,140
D4119,0,0,142
D4120,0,0,0
D4121,0,0,7
D4122,0,0,0
D4123,0,0,110
D4124,0,0,36
D4125,0,0,17
D4126,0,0,7
D4127,0,0,0
D4128,0,0,141
D4129,0,0,4
D4130,0,0,40
D4131,0,0,51
D4132,0,0,0
D4133,0,0,230
D4134,0,0,265
D4135,0,0,0
D4136,0,0,5
D4137,0,0,22
D4138,0,0,623
D4139,0,0,49
D4140,0,0,0
D4141,0,0,24
D4142,0,0,59
D4143,0,0,85
D4144,0,0,0
D4145,0,0,15
D4146,0,0,23
D4147,0,0,8
D4148,0,0,38
D4149,0,0,179
D4150,0,0,0
D4151,0,0,55
D4152,0,0,20
