config,combo_count,wheel_count,cartwheel_first_count
D1376,0,0,40
D1377,0,0,155
D1378,0,0,92
D1379,0,0,14
D1380,0,0,185
D1381,0,0,43
D1382,0,0,71
D1383,0,0,44
D1384,0,0,58
D1385,0,0,77
D1386,0,0,207
D1387,0,0,131
D1388,0,0,143
D1389,0,0,37
D1390,0,0,19
D1391,0,0,82
D1392,0,0,39
D1393,0,0,49
D1394,0,0,221
D1395,0,0,72
D1396,0,0,60
D1397,0,0,42
D1398,0,0,21
D1399,0,0,251
D1400,0,0,34
D1401,0,0,681
D1402,0,0,66
D1403,0,0,18
D1404,0,0,38
D1405,0,0,252
D1406,0,0,210
D1407,0,0,58
D1408,0,0,25
D1409,0,0,0
D1410,0,0,89
D1411,0,0,9
D1412,0,0,103
D1413,0,0,19
D1414,0,0,365
D1415,0,0,25
D1416,0,0,10
D1417,0,0,0
D1418,0,0,905
D1419,0,0,186
D1420,0,0,134
D1421,0,0,88
D1422,0,0,464
D1423,0,0,1201
D1424,0,0,366
D1425,0,0,67
D1426,0,0,165
D1427,0,0,138
D1428,0,0,103
D1429,0,0,180
D1430,0,0,57
D1431,0,0,90
D1432,0,0,150
D1433,0,0,172
D1434,0,0,446
D1435,0,0,83
D1436,0,0,51
D1437,0,0,93
D1438,0,0,1063
D1439,0,0,3041
D1440,0,0,65
D1441,0,0,129
D1442,0,0,146
D1443,0,0,108
D1444,0,0,285
D1445,0,0,184
D1446,0,0,74
D1447,0,0,62
D1448,0,0,27
D1449,0,0,57
D1450,0,0,23
D1451,0,0,12
D1452,0,0,196
D1453,0,0,44
D1454,0,0,163
D1455,0,0,249
D1456,0,0,18
D1457,0,0,103
D1458,0,0,368
D1459,0,0,138
D1460,0,0,12
D1461,0,0,145
D1462,0,0,243
D1463,0,0,210
D1464,0,0,40
D1465,0,0,327
D1466,0,0,26
D1467,0,0,56
D1468,0,0,80
D1469,0,0,76
D1470,0,0,429
D1471,0,0,268
D1472,0,0,137
D1473,0,0,55
D1474,0,0,178
D1475,0,0,122
D1476,0,0,31
D1477,0,0,16
D1478,0,0,48
D1479,0,0,26
D1480,0,0,50
D1481,0,0,49
D1482,0,0,48
D1483,0,0,16
D1484,0,0,156
D1485,0,0,9
D1486,0,0,42
D1487,0,0,18
D1488,0,0,28
D1489,0,0,65
D1490,0,0,88
D1491,0,0,180
D1492,0,0,30
D1493,0,0,20
D1494,0,0,56
D1495,0,0,106
D1496,0,0,888
D1497,0,0,123
D1498,0,0,16
D1499,0,0,21
D1500,0,0,52
D1501,0,0,46
D1502,0,0,32
D1503,0,0,37
D1504,0,0,2
D1505,0,0,13
D1506,0,0,193
D1507,0,0,431
D1508,0,0,52
D1509,0,0,75
D1510,0,0,573
D1511,0,0,182
D1512,0,0,38
D1513,0,0,33
D1514,0,0,59
D1515,0,0,72
D1516,0,0,40
D1517,0,0,3
D1518,0,0,20
D1519,0,0,51
D1520,0,0,184
D1521,0,0,20
D1522,0,0,8
D1523,0,0,12
D1524,0,0,126
D1525,0,0,48
D1526,0,0,981
D1527,0,0,91
D1528,0,0,1035
D1529,0,0,765
D1530,0,0,194
D1531,0,0,245
D1532,0,0,6
D1533,0,0,14
D1534,0,0,2
D1535,0,0,9
D1536,0,0,19
D1537,0,0,142
D1538,0,0,70
D1539,0,0,25
D1540,0,0,64
D1541,0,0,28
D1542,0,0,11
D1543,0,0,97
D1544,0,0,1
D1545,0,0,93
D1546,0,0,279
D1547,0,0,8
D1548,0,0,48
D1549,0,0,9
D1550,0,0,38
D1551,0,0,53
D1552,0,0,7
D1553,0,0,7
D1554,0,0,5
D1555,0,0,9
D1556,0,0,51
D1557,0,0,116
D1558,0,0,11
D1559,0,0,75
D1560,0,0,21
D1561,0,0,75
D1562,0,0,0
D1563,0,0,95
D1564,0,0,11
D1565,1,101,534
D1566,0,15,0
D1567,0,0,4706
D1568,0,0,127
D1569,0,0,209
D1570,0,0,5607
D1571,0,0,227
D1572,0,0,995
D1573,0,47,0
D1574,0,44,0
D1575,0,0,102
D1576,0,0,619
D1577,0,0,78
D1578,0,0,36
D1579,0,0,1274
D1580,0,0,54
D1581,0,0,6150
D1582,0,0,4133
D1583,0,48,0
D1584,0,0,7331
D1585,0,0,388
D1586,0,0,333
D1587,0,0,60
D1588,0,0,121
D1589,0,0,142
D1590,0,0,45
D1591,0,0,106
D1592,0,0,26
D1593,0,0,777
D1594,0,0,115
D1595,0,0,458
D1596,0,0,210
D1597,0,0,1579
D1598,0,0,446
D1599,0,0,224
D1600,0,0,1046
D1601,0,0,574
D1602,0,8,0
D1603,0,5,0
D1604,0,5,0
D1605,0,0,333
D1606,0,0,70
D1607,0,0,53
D1608,0,0,48
D1609,0,0,66
D1610,0,0,27
D1611,0,0,30
D1612,0,0,42
D1613,0,0,48
D1614,0,0,76
D1615,0,0,159
D1616,0,0,1121
D1617,0,0,857
D1618,0,0,148
D1619,0,0,166
D1620,0,0,30
D1621,0,0,54
D1622,0,0,241
D1623,0,0,18
D1624,0,0,36
D1625,0,0,33
D1626,0,0,33
D1627,0,0,1742
D1628,0,0,192
D1629,0,0,492
D1630,0,0,595
D1631,0,0,66
D1632,0,0,678
D1633,0,0,4017
D1634,0,0,409
D1635,0,0,120
D1636,0,0,427
D1637,0,0,422
D1638,0,0,1373
D1639,0,0,3577
D1640,0,0,1106
D1641,0,9,0
D1642,0,0,2894
D1643,0,0,4995
D1644,0,0,800
D1645,0,0,2812
D1646,0,0,1199
D1647,0,0,2900
D1648,0,0,663
D1649,0,10,0
D1650,0,0,168
D1651,0,0,514
D1652,0,0,268
D1653,0,0,580
D1654,0,0,113
D1655,0,0,42
D1656,0,0,26
D1657,0,0,28
D1658,0,0,142
D1659,0,0,84
D1660,0,0,72
D1661,0,0,171
D1662,0,0,310
D1663,0,0,236
D1664,0,0,258
D1665,0,0,35
D1666,0,0,44
D1667,0,0,405
D1668,0,0,298
D1669,0,0,409
D1670,0,0,387
D1671,0,0,108
D1672,0,0,520
D1673,0,0,247
D1674,0,0,86
D1675,0,0,24
D1676,0,0,30
D1677,0,0,50
D1678,0,0,44
D1679,0,0,88
D1680,0,0,41
D1681,0,0,95
D1682,0,0,55
D1683,0,0,50
D1684,0,0,20
D1685,0,0,209
D1686,0,0,156
D1687,0,0,78
D1688,0,0,49
D1689,0,0,19
D1690,0,5,0
D1691,0,0,311
D1692,0,0,1099
D1693,0,0,178
D1694,0,0,379
D1695,0,0,1156
D1696,0,0,2808
D1697,0,0,669
D1698,0,0,11
D1699,0,0,587
D1700,0,0,624
D1701,0,0,1894
D1702,0,0,244
D1703,0,0,63
D1704,0,0,30
D1705,0,0,36
D1706,0,0,282
D1707,0,0,183
D1708,0,0,495
D1709,0,0,304
D1710,0,0,22
D1711,0,0,51
D1712,0,0,70
D1713,0,0,254
D1714,0,0,2338
D1715,0,0,188
D1716,0,0,847
D1717,0,0,1560
D1718,0,0,122
D1719,0,0,325
D1720,0,0,252
D1721,0,0,1551
D1722,0,0,1532
D1723,0,0,1043
D1724,0,0,574
D1725,0,0,261
D1726,0,0,50
D1727,0,0,53
D1728,0,0,172
D1729,0,0,19
D1730,0,0,99
D1731,0,0,720
D1732,0,0,24
D1733,0,0,146
D1734,0,0,33
D1735,0,0,271
D1736,0,0,87
D1737,0,0,74
D1738,0,0,304
D1739,0,0,74
D1740,0,0,9
D1741,0,0,12
D1742,0,0,21
D1743,0,0,9
D1744,0,0,45
D1745,0,0,655
D1746,0,0,1860
D1747,0,0,386
D1748,0,0,206
D1749,0,0,80
D1750,0,0,2364
D1751,0,0,482
D1752,0,0,97
D1753,0,0,112
D1754,0,0,410
D1755,0,0,220
D1756,0,0,141
D1757,0,0,362
D1758,0,0,343
D1759,0,0,62
D1760,0,0,503
D1761,0,0,133
D1762,0,0,178
D1763,0,0,536
D1764,0,0,232
D1765,0,0,28
D1766,0,0,13
D1767,0,0,245
D1768,0,0,202
D1769,0,0,83
D1770,0,0,926
D1771,0,0,605
D1772,0,0,9
D1773,0,0,5309
D1774,0,0,629
D1775,0,0,71
D1776,0,0,2746
D1777,0,0,1066
D1778,0,0,1126
D1779,0,0,1231
D1780,0,0,206
D1781,0,0,284
D1782,0,0,72
D1783,0,0,3279
D1784,0,0,3390
D1785,0,0,4755
D1786,0,0,353
D1787,0,0,558
D1788,0,0,8408
D1789,0,0,2713
D1790,0,0,543
D1791,0,0,4569
D1792,0,0,16456
D1793,0,0,9411
D1794,0,0,3546
D1795,0,0,2067
D1796,0,0,628
D1797,0,0,2563
D1798,0,0,1805
D1799,0,0,1505
D1800,0,0,511
D1801,0,0,84
D1802,0,0,1225
D1803,0,0,592
D1804,0,0,923
D1805,0,0,50
D1806,0,0,268
D1807,0,0,37
D1808,0,0,480
D1809,0,0,387
D1810,0,0,227
D1811,0,0,89
D1812,0,0,12
D1813,0,0,166
D1814,0,0,971
D1815,0,0,191
D1816,0,0,111
D1817,0,0,60
D1818,0,0,585
D1819,0,0,274
D1820,0,0,164
D1821,0,0,153
D1822,0,0,1832
D1823,0,0,1143
D1824,0,0,198
D1825,0,0,197
D1826,0,0,96
D1827,0,0,41
D1828,0,0,544
D1829,0,0,627
D1830,0,0,193
D1831,0,0,655
D1832,0,0,574
D1833,0,0,407
D1834,0,0,1197
D1835,0,0,705
D1836,0,0,205
D1837,0,0,147
D1838,0,0,256
D1839,0,0,135
D1840,0,0,27
D1841,0,0,108
D1842,0,0,173
D1843,0,0,510
D1844,0,0,114
D1845,0,0,188
D1846,0,0,86
D1847,0,0,60
D1848,0,0,371
D1849,0,0,368
D1850,0,0,18
D1851,0,0,15
D1852,0,0,15
D1853,0,0,56
D1854,0,0,176
D1855,0,0,63
D1856,0,0,951
D1857,0,0,652
D1858,0,0,3822
D1859,0,0,134
D1860,0,0,105
D1861,0,0,57
D1862,0,0,2965
D1863,0,0,1468
D1864,0,0,34
D1865,0,0,147
D1866,0,0,305
D1867,0,0,2002
D1868,0,0,160
D1869,0,0,430
D1870,0,0,728
D1871,0,0,200
D1872,0,0,611
D1873,0,0,148
D1874,0,0,859
D1875,0,0,2376
D1876,0,0,9
D1877,0,0,20
D1878,0,0,1187
D1879,0,0,2497
D1880,0,0,1051
D1881,0,0,293
D1882,0,0,196
D1883,0,0,264
D1884,0,0,541
D1885,0,0,958
D1886,0,0,418
D1887,0,0,218
D1888,0,0,941
D1889,0,0,2315
D1890,0,0,141
D1891,0,0,313
D1892,0,0,894
D1893,0,0,714
D1894,0,0,50
D1895,0,0,212
D1896,0,0,1759
D1897,0,0,2124
D1898,0,0,128
D1899,0,0,92
D1900,0,0,385
D1901,0,0,1117
D1902,0,0,215
D1903,0,0,268
D1904,0,0,394
D1905,0,0,208
D1906,0,0,369
D1907,0,0,1625
D1908,0,0,275
D1909,0,0,425
D1910,0,0,1646
D1911,0,0,1885
D1912,0,0,435
D1913,0,0,1702
D1914,0,0,2079
D1915,0,0,641
D1916,0,0,2517
D1917,0,0,568
D1918,0,0,1874
D1919,0,0,382
D1920,0,0,2405
D1921,0,0,1031
D1922,0,0,1285
D1923,0,0,278
D1924,0,0,285
D1925,0,0,92
D1926,0,0,770
D1927,0,0,1113
D1928,0,0,347
D1929,0,0,286
D1930,0,0,976
D1931,0,0,807
D1932,0,0,204
D1933,0,0,505
D1934,0,0,1023
D1935,0,0,75
D1936,0,0,255
D1937,0,0,143
D1938,0,0,104
D1939,0,0,305
D1940,0,0,2675
D1941,0,0,320
D1942,0,0,122
D1943,0,0,374
D1944,0,0,35
D1945,0,0,15
D1946,0,0,320
D1947,0,0,47
D1948,0,0,20
D1949,0,0,8
D1950,0,0,503
D1951,0,0,724
D1952,0,0,203
D1953,0,0,20
D1954,0,0,430
D1955,0,0,454
D1956,0,0,63
D1957,0,0,65
D1958,0,0,100
D1959,0,0,113
D1960,0,0,85
D1961,0,0,126
D1962,0,0,26
D1963,0,0,75
D1964,0,0,22
D1965,0,0,9
D1966,0,0,116
D1967,0,0,394
D1968,0,0,33
D1969,0,0,55
D1970,0,0,140
D1971,0,0,435
D1972,0,0,307
D1973,0,0,46
D1974,0,0,0
D1975,0,0,145
D1976,0,0,144
D1977,0,0,367
D1978,0,0,308
D1979,0,0,81
D1980,0,0,154
D1981,0,0,80
D1982,0,0,1089
D1983,0,0,313
D1984,0,0,569
D1985,0,0,300
D1986,0,0,59
D1987,0,0,114
D1988,0,0,839
D1989,0,0,378
D1990,0,0,63
D1991,0,0,80
D1992,0,0,182
D1993,0,0,1061
D1994,0,0,381
D1995,0,0,112
D1996,0,0,35
D1997,0,0,69
D1998,0,0,264
D1999,0,0,49
D2000,0,0,91
D2001,0,0,86
D2002,0,0,765
D2003,0,0,585
D2004,0,0,60
D2005,0,0,70
D2006,0,0,71
D2007,0,0,33
D2008,0,0,32
D2009,0,0,8
D2010,0,0,56
D2011,0,0,30
D2012,0,0,123
D2013,0,0,42
D2014,0,0,153
D2015,0,0,84
D2016,0,0,39
D2017,0,0,107
D2018,0,0,56
D2019,0,0,18
D2020,0,0,33
D2021,0,0,51
D2022,0,0,124
D2023,0,0,133
D2024,0,0,52
D2025,0,0,96
D2026,0,0,308
D2027,0,0,24
D2028,0,0,29
D2029,0,0,1361
D2030,0,0,62
D2031,0,0,3509
D2032,0,0,224
D2033,0,0,613
D2034,0,0,983
D2035,0,0,1457
D2036,0,0,82
D2037,0,0,263
D2038,0,0,4503
D2039,0,0,642
D2040,0,0,235
D2041,0,0,1326
D2042,0,0,7778
D2043,0,0,1972
D2044,0,0,3195
D2045,0,0,344
D2046,0,0,282
D2047,0,0,73
D2048,0,0,0
D2049,0,0,256
D2050,0,0,43
D2051,0,0,256
D2052,0,0,27
D2053,0,0,65
D2054,0,0,331
D2055,0,0,131
D2056,0,0,124
D2057,0,0,195
D2058,0,0,1126
D2059,0,0,1147
D2060,0,0,71
D2061,0,0,130
D2062,0,0,1738
D2063,0,0,1152
D2064,0,0,301
D2065,0,0,150
D2066,0,0,45
D2067,0,0,421
D2068,0,0,560
D2069,0,0,182
D2070,0,0,397
D2071,0,0,284
D2072,0,0,495
D2073,0,0,104
D2074,0,0,466
D2075,0,0,1081
D2076,0,0,119
D2077,0,0,131
D2078,0,0,152
D2079,0,0,108
D2080,0,0,511
D2081,0,0,688
D2082,0,0,76
D2083,0,0,493
D2084,0,0,290
D2085,0,0,374
D2086,0,0,358
D2087,0,0,143
D2088,0,0,318
D2089,0,0,728
D2090,0,0,502
D2091,0,0,96
D2092,0,0,169
D2093,0,0,36
D2094,0,0,168
D2095,0,0,221
D2096,0,0,337
D2097,0,0,586
D2098,0,0,66
D2099,0,0,117
D2100,0,0,1288
D2101,0,0,501
D2102,0,0,117
D2103,0,0,194
D2104,0,0,100
D2105,0,0,244
D2106,0,0,359
D2107,0,0,1178
D2108,0,0,268
D2109,0,0,183
D2110,0,0,373
D2111,0,0,614
D2112,0,0,139
D2113,0,0,217
D2114,0,0,271
D2115,0,0,338
D2116,0,0,128
D2117,0,0,437
D2118,0,0,327
D2119,0,0,416
D2120,0,0,286
D2121,0,0,1058
D2122,0,0,229
D2123,0,0,189
D2124,0,0,587
D2125,0,0,522
D2126,0,0,1210
D2127,0,0,1310
D2128,0,0,68
D2129,0,0,36
D2130,0,0,944
D2131,0,0,832
D2132,0,0,346
D2133,0,0,12
D2134,0,0,74
D2135,0,0,50
D2136,0,0,119
D2137,0,0,852
D2138,0,0,308
D2139,0,0,362
D2140,0,0,402
D2141,0,0,230
D2142,0,0,107
D2143,0,0,113
D2144,0,0,42
D2145,0,0,24
D2146,0,0,146
D2147,0,0,49
D2148,0,0,23
D2149,0,0,23
D2150,0,0,113
D2151,0,0,131
D2152,0,0,27
D2153,0,0,14
D2154,0,0,79
D2155,0,0,50
D2156,0,0,418
D2157,0,0,339
D2158,0,0,150
D2159,0,0,94
D2160,0,0,101
D2161,0,0,28
D2162,0,0,41
D2163,0,0,8
D2164,0,0,73
D2165,0,0,42
D2166,0,0,124
D2167,0,0,239
D2168,0,0,104
D2169,0,0,37
D2170,0,0,237
D2171,0,0,55
D2172,0,0,103
D2173,0,0,26
D2174,0,0,12
D2175,0,0,102
D2176,0,0,64
D2177,0,0,18
D2178,0,0,57
D2179,0,0,60
D2180,0,0,18
D2181,0,0,26
D2182,0,0,29
D2183,0,0,71
D2184,0,0,29
D2185,0,0,562
D2186,0,0,23
D2187,0,0,35
D2188,0,0,259
D2189,0,0,368
D2190,0,0,910
D2191,0,0,52
D2192,0,0,1351
D2193,0,0,5937
D2194,0,0,575
D2195,0,0,845
D2196,0,0,76
D2197,0,0,400
D2198,0,0,782
D2199,0,0,101
D2200,0,0,706
D2201,0,0,559
D2202,0,0,2505
D2203,0,0,1928
D2204,0,0,616
D2205,0,0,1251
D2206,0,0,159
D2207,0,0,39
D2208,0,0,83
D2209,0,0,165
D2210,0,0,301
D2211,0,0,71
D2212,0,0,153
D2213,0,0,295
D2214,0,0,562
D2215,0,0,191
D2216,0,0,419
D2217,0,0,38
D2218,0,0,802
D2219,0,0,23
D2220,0,0,68
D2221,0,0,6
D2222,0,0,216
D2223,0,0,324
D2224,0,0,62
D2225,0,0,167
D2226,0,0,2
D2227,0,0,88
D2228,0,0,467
D2229,0,0,171
D2230,0,0,232
D2231,0,0,45
D2232,0,0,153
D2233,0,0,80
D2234,0,0,535
D2235,0,0,586
D2236,0,0,31
D2237,0,0,63
D2238,0,0,130
D2239,0,0,259
D2240,0,0,177
D2241,0,0,209
D2242,0,0,358
D2243,0,0,243
D2244,0,0,594
D2245,0,0,156
D2246,0,0,46
D2247,0,0,122
D2248,0,0,28
D2249,0,0,80
D2250,0,0,27
D2251,0,0,58
D2252,0,0,68
D2253,0,0,50
D2254,0,0,388
D2255,0,0,253
D2256,0,0,521
D2257,0,0,37
D2258,0,0,1126
D2259,0,0,2140
D2260,0,0,35
D2261,0,0,804
D2262,0,0,671
D2263,0,0,637
D2264,0,0,49
D2265,0,0,6
D2266,0,0,36
D2267,0,0,85
D2268,0,0,201
D2269,0,0,531
D2270,0,0,48
D2271,0,0,1380
D2272,0,0,415
D2273,0,0,2040
D2274,0,0,1049
D2275,0,0,6268
D2276,0,0,187
D2277,0,0,363
D2278,0,0,2359
D2279,0,0,1866
D2280,0,0,3149
D2281,0,0,6341
D2282,0,0,612
D2283,0,0,58
D2284,0,0,488
D2285,0,0,1081
D2286,0,0,1237
D2287,0,0,49
D2288,0,0,380
D2289,0,0,89
D2290,0,0,254
D2291,0,0,52
D2292,0,0,108
D2293,0,0,64
D2294,0,0,642
D2295,0,0,362
D2296,0,0,715
D2297,0,0,284
D2298,0,0,27
D2299,0,0,21
D2300,0,0,182
D2301,0,0,1872
D2302,0,0,137
D2303,0,0,29
D2304,0,0,140
D2305,0,0,29
D2306,0,0,4372
D2307,0,0,1707
D2308,0,0,88
D2309,0,0,39
D2310,0,0,5912
D2311,0,0,2986
D2312,0,0,134
D2313,0,0,220
D2314,0,0,88
D2315,0,0,488
D2316,0,0,221
D2317,0,0,127
D2318,0,0,42
D2319,0,0,234
D2320,0,0,121
D2321,0,0,67
D2322,0,0,416
D2323,0,0,123
D2324,0,0,63
D2325,0,0,24
D2326,0,0,151
D2327,0,0,615
D2328,0,0,137
D2329,0,0,243
D2330,0,0,164
D2331,0,0,290
D2332,0,0,478
D2333,0,0,188
D2334,0,0,220
D2335,0,0,321
D2336,0,0,1079
D2337,0,0,479
D2338,0,0,273
D2339,0,0,83
D2340,0,0,387
D2341,0,0,491
D2342,0,0,264
D2343,0,0,334
D2344,0,0,691
D2345,0,0,431
D2346,0,0,1043
D2347,0,0,1196
D2348,0,0,179
D2349,0,0,234
D2350,0,0,486
D2351,0,0,1015
D2352,0,0,54
D2353,0,0,100
D2354,0,0,330
D2355,0,0,321
D2356,0,0,240
D2357,0,0,134
D2358,0,0,58
D2359,0,0,185
D2360,0,0,96
D2361,0,0,1307
D2362,0,0,836
D2363,0,0,371
D2364,0,0,181
D2365,0,0,61
D2366,0,0,514
D2367,0,0,1004
D2368,0,0,224
D2369,0,0,125
D2370,0,0,251
D2371,0,0,1489
D2372,0,0,39
D2373,0,0,37
D2374,0,0,135
D2375,0,0,95
D2376,0,0,384
D2377,0,0,432
D2378,0,0,124
D2379,0,0,193
D2380,0,0,48
D2381,0,0,17
D2382,0,0,277
D2383,0,0,190
D2384,0,0,437
D2385,0,0,33
D2386,0,0,74
D2387,0,0,0
D2388,0,0,174
D2389,0,0,61
D2390,0,0,27
D2391,0,0,29
D2392,0,0,175
D2393,0,0,170
D2394,0,0,91
D2395,0,0,68
D2396,0,0,177
D2397,0,0,54
D2398,0,0,83
D2399,0,0,98
D2400,0,0,99
D2401,0,0,318
D2402,0,0,180
D2403,0,0,696
D2404,0,0,1033
D2405,0,0,95
D2406,0,0,91
D2407,0,0,85
D2408,0,0,68
D2409,0,0,60
D2410,0,0,16
D2411,0,0,50
D2412,0,0,1116
D2413,0,0,787
D2414,0,0,1500
D2415,0,0,737
D2416,0,0,1861
D2417,0,0,62
D2418,0,0,797
D2419,0,0,1157
D2420,0,0,670
D2421,0,0,793
D2422,0,0,914
D2423,0,0,246
D2424,0,0,238
D2425,0,0,977
D2426,0,0,96
D2427,0,0,44
D2428,0,0,206
D2429,0,0,46
D2430,0,0,65
D2431,0,0,0
D2432,0,0,249
D2433,0,0,517
D2434,0,0,203
D2435,0,0,368
D2436,0,0,129
D2437,0,0,160
D2438,0,0,315
D2439,0,0,180
D2440,0,0,176
D2441,0,0,280
D2442,0,0,19
D2443,0,0,459
D2444,0,0,549
D2445,0,0,304
D2446,0,0,72
D2447,0,0,12
D2448,0,0,278
D2449,0,0,518
D2450,0,0,29
D2451,0,0,100
D2452,0,0,330
D2453,0,0,59
D2454,0,0,131
D2455,0,0,211
D2456,0,0,174
D2457,0,0,76
D2458,0,0,377
D2459,0,0,184
D2460,0,0,55
D2461,0,0,206
D2462,0,0,204
D2463,0,0,237
D2464,0,0,1496
D2465,0,0,1818
D2466,0,0,184
D2467,0,0,207
D2468,0,0,468
D2469,0,0,2069
D2470,0,0,85
D2471,0,0,70
D2472,0,0,62
D2473,0,0,779
D2474,0,0,513
D2475,0,0,148
D2476,0,0,849
D2477,0,0,10
D2478,0,0,212
D2479,0,0,575
D2480,0,0,226
D2481,0,0,160
D2482,0,0,213
D2483,0,0,52
D2484,0,0,197
D2485,0,0,125
D2486,0,0,310
D2487,0,0,303
D2488,0,0,35
D2489,0,0,29
D2490,0,0,148
D2491,0,0,270
D2492,0,0,31
D2493,0,0,256
D2494,0,0,13
D2495,0,0,24
D2496,0,0,168
D2497,0,0,33
D2498,0,0,108
D2499,0,0,37
D2500,0,0,239
D2501,0,0,410
D2502,0,0,94
D2503,0,0,21
D2504,0,0,28
D2505,0,0,142
D2506,0,0,97
D2507,0,0,80
D2508,0,0,4
D2509,0,0,47
D2510,0,0,1656
D2511,0,0,1368
D2512,0,0,42
D2513,0,0,165
D2514,0,0,22
D2515,0,0,29
D2516,0,0,293
D2517,0,0,407
D2518,0,0,235
D2519,0,0,96
D2520,0,0,331
D2521,0,0,394
D2522,0,0,338
D2523,0,0,242
D2524,0,0,143
D2525,0,0,474
D2526,0,0,214
D2527,0,0,758
D2528,0,0,195
D2529,0,0,0
D2530,0,0,193
D2531,0,0,225
D2532,0,0,20
D2533,0,0,95
D2534,0,0,207
D2535,0,0,69
D2536,0,0,31
D2537,0,0,1124
D2538,0,0,65
D2539,0,0,8
D2540,0,0,407
D2541,0,0,252
D2542,0,0,206
D2543,0,0,133
D2544,0,0,190
D2545,0,0,203
D2546,0,0,275
D2547,0,0,56
D2548,0,0,41
D2549,0,0,84
D2550,0,0,278
D2551,0,0,369
D2552,0,0,24
D2553,0,0,31
D2554,0,0,89
D2555,0,0,335
D2556,0,0,62
D2557,0,0,239
D2558,0,0,13
D2559,0,0,12
D2560,0,0,102
D2561,0,0,14
D2562,0,0,8
D2563,0,0,174
D2564,0,0,80
D2565,0,0,129
D2566,0,0,82
D2567,0,0,673
D2568,0,0,221
D2569,0,0,58
D2570,0,0,6
D2571,0,0,80
D2572,0,0,54
D2573,0,0,520
D2574,0,0,182
D2575,0,0,395
D2576,0,0,319
D2577,0,0,123
D2578,0,0,78
D2579,0,0,60
D2580,0,0,98
D2581,0,0,31
D2582,0,0,15
D2583,0,0,30
D2584,0,0,158
D2585,0,0,356
D2586,0,0,0
D2587,0,0,33
D2588,0,0,372
D2589,0,0,53
D2590,0,0,134
D2591,0,0,46
D2592,0,0,132
D2593,0,0,336
D2594,0,0,92
D2595,0,0,1305
D2596,0,0,84
D2597,0,0,108
D2598,0,0,912
D2599,0,0,493
D2600,0,0,249
D2601,0,0,6
D2602,0,0,55
D2603,0,0,48
D2604,0,0,371
D2605,0,0,753
D2606,0,0,54
D2607,0,0,17
D2608,0,0,62
D2609,0,0,244
D2610,0,0,927
D2611,0,0,7
D2612,0,0,70
D2613,0,0,129
D2614,0,0,114
D2615,0,0,318
D2616,0,0,194
D2617,0,0,254
D2618,0,0,105
D2619,0,0,84
D2620,0,0,45
D2621,0,0,156
D2622,0,0,26
D2623,0,0,74
D2624,0,0,25
D2625,0,86,0
D2626,0,21,0
D2627,0,165,0
D2628,0,0,174
D2629,0,0,1937
D2630,0,47,0
D2631,0,0,98
D2632,0,0,193
D2633,0,0,3320
D2634,0,0,4006
D2635,0,0,1846
D2636,0,44,0
D2637,0,0,424
D2638,0,36,0
D2639,0,0,74
D2640,0,0,250
D2641,0,0,71
D2642,0,0,51
D2643,0,0,68
D2644,0,0,2999
D2645,0,0,138
D2646,0,0,166
D2647,0,0,34
D2648,0,0,71
D2649,0,0,114
D2650,0,0,323
D2651,0,0,174
D2652,0,0,3189
D2653,0,0,278
D2654,0,0,173
D2655,0,0,303
D2656,0,0,251
D2657,0,0,314
D2658,0,0,233
D2659,0,0,626
D2660,0,0,909
D2661,0,0,695
D2662,0,0,514
D2663,0,10,0
D2664,0,9,0
D2665,0,0,341
D2666,0,0,57
D2667,0,0,20
D2668,0,0,760
D2669,0,0,90
D2670,0,0,17
D2671,0,0,145
D2672,0,0,659
D2673,0,0,278
D2674,0,0,33
D2675,0,0,147
D2676,0,0,58
D2677,0,0,119
D2678,0,0,143
D2679,0,0,62
D2680,0,0,54
D2681,0,0,47
D2682,0,0,284
D2683,0,0,35
D2684,0,0,51
D2685,0,2,0
D2686,0,0,114
D2687,0,0,4264
D2688,0,0,384
D2689,0,0,1225
D2690,0,0,809
D2691,0,0,1216
D2692,0,0,51
D2693,0,0,137
D2694,0,0,262
D2695,0,0,1369
D2696,0,0,1107
D2697,0,0,1098
D2698,0,0,323
D2699,0,0,289
D2700,0,0,743
D2701,0,0,823
D2702,0,0,272
D2703,0,0,300
D2704,0,0,352
D2705,0,0,355
D2706,0,0,500
D2707,0,0,2077
D2708,0,0,145
D2709,0,0,1398
D2710,0,0,1012
D2711,0,0,527
D2712,0,0,107
D2713,0,0,224
D2714,0,0,29
D2715,0,0,38
D2716,0,0,669
D2717,0,0,672
D2718,0,0,23
D2719,0,0,23
D2720,0,0,479
D2721,0,0,329
D2722,0,0,15
D2723,0,0,151
D2724,0,0,357
D2725,0,0,294
D2726,0,0,343
D2727,0,0,936
D2728,0,0,280
D2729,0,0,249
D2730,0,0,83
D2731,0,0,300
D2732,0,0,374
D2733,0,0,357
D2734,0,0,87
D2735,0,0,54
D2736,0,0,480
D2737,0,0,627
D2738,0,0,178
D2739,0,0,166
D2740,0,0,392
D2741,0,0,561
D2742,0,0,322
D2743,0,0,160
D2744,0,0,85
D2745,0,0,381
D2746,0,0,225
D2747,0,0,223
D2748,0,0,25
D2749,0,0,69
D2750,0,0,45
D2751,0,0,128
D2752,0,0,96
D2753,0,0,72
D2754,0,0,3
D2755,0,0,2
D2756,0,0,855
D2757,0,0,204
