config,combo_count,wheel_count,cartwheel_first_count,glue_count
D1142,0,0,35,0
D1143,0,0,61,0
D1144,0,0,159,12
D1145,0,0,20,0
D1146,0,0,51,130
D1147,0,0,86,50
D1148,0,0,70,2
D1149,0,0,16,0
D1150,0,0,276,20
D1151,0,0,363,10
D1152,0,0,28,46
D1153,0,0,115,4
D1154,0,0,24,0
D1155,0,0,35,4
D1156,0,0,125,1
D1157,8,0,2026,24
D1158,0,0,454,0
D1159,0,0,66,0
D1160,0,0,611,119
D1161,0,0,1416,0
D1162,0,0,139,0
D1163,0,0,25,0
D1164,0,0,459,0
D1165,0,0,244,0
D1166,0,0,495,0
D1167,0,0,51,122
D1168,0,0,293,6
D1169,0,0,837,26
D1170,0,0,130,66
D1171,0,0,630,157
D1172,0,0,172,94
D1173,0,0,331,0
D1174,0,0,37,0
D1175,0,0,276,0
D1176,0,0,3237,75
D1177,0,0,2322,12
D1178,0,0,495,0
D1179,0,0,145,0
D1180,0,0,167,0
D1181,0,0,62,0
D1182,0,0,397,52
D1183,0,0,1650,166
D1184,0,0,698,0
D1185,0,0,807,193
D1186,0,0,384,0
D1187,0,0,298,0
D1188,0,0,99,11
D1189,0,0,520,678
D1190,12,0,281,94
D1191,0,0,108,0
D1192,0,0,221,10
D1193,0,0,717,1032
D1194,0,0,521,190
D1195,0,0,778,1581
D1196,0,0,40,0
D1197,0,0,40,0
D1198,0,0,103,279
D1199,0,0,392,0
D1200,0,0,36,0
D1201,0,0,13,0
D1202,0,0,241,0
D1203,0,0,135,0
D1204,0,0,258,101
D1205,0,0,218,45
D1206,0,0,160,0
D1207,0,0,125,0
D1208,0,0,272,11
D1209,0,0,71,0
D1210,0,0,20,0
D1211,0,0,50,0
D1212,0,0,315,5220
D1213,0,0,35,0
D1214,0,0,185,0
D1215,0,0,8,12
D1216,0,0,13,0
D1217,0,0,19,0
D1218,0,0,266,0
D1219,0,0,59,3
D1220,0,0,21,41
D1221,0,0,58,0
D1222,0,0,95,2
D1223,0,0,214,42
D1224,0,0,787,1
D1225,0,0,773,35
D1226,0,0,115,0
D1227,0,0,62,0
D1228,0,0,293,0
D1229,0,0,341,0
D1230,0,0,79,0
D1231,0,0,69,0
D1232,0,0,604,40
D1233,0,0,126,4
D1234,0,0,382,28
D1235,0,0,20,0
D1236,0,0,43,0
D1237,0,0,88,0
D1238,0,0,103,16
D1239,0,0,0,12
D1240,0,0,138,32
D1241,0,0,145,0
D1242,0,0,88,167
D1243,0,0,79,12
D1244,0,0,78,87
D1245,0,0,1745,1702
D1246,0,0,121,0
D1247,0,0,129,0
D1248,0,0,560,74
D1249,0,0,652,12
D1250,0,0,52,0
D1251,0,0,68,0
D1252,0,0,208,80
D1253,0,0,245,2394
D1254,0,0,367,10
D1255,0,0,302,0
D1256,0,0,151,0
D1257,0,0,96,0
D1258,0,0,202,0
D1259,0,0,634,0
D1260,0,0,76,0
D1261,0,0,378,10
D1262,0,0,0,2
D1263,0,0,252,46
D1264,0,0,810,24
D1265,0,0,753,36
D1266,0,0,38,2
D1267,0,0,121,0
D1268,0,0,464,0
D1269,0,0,481,243
D1270,0,0,71,0
D1271,0,0,13,0
D1272,0,0,397,0
D1273,0,0,195,3
D1274,0,0,59,0
D1275,0,0,89,32
D1276,0,0,78,0
D1277,0,0,153,12
D1278,0,0,48,0
D1279,0,0,345,4
D1280,0,0,46,0
D1281,0,0,100,0
D1282,0,0,65,0
D1283,0,0,159,0
D1284,0,0,103,0
D1285,0,0,93,0
D1286,0,0,553,6
D1287,0,0,323,20
D1288,0,0,60,0
D1289,0,0,178,0
D1290,0,0,416,4
D1291,0,0,213,17
D1292,0,0,20,0
D1293,0,0,8,0
D1294,0,0,268,24
D1295,0,0,36,0
D1296,0,0,9,42
D1297,0,0,7,16
D1298,0,0,3,0
D1299,0,0,16,0
D1300,0,0,116,68
D1301,0,0,64,36
D1302,0,0,36,0
D1303,0,0,69,0
D1304,0,0,119,2
D1305,0,0,148,0
D1306,0,0,46,12
D1307,0,0,39,0
D1308,0,0,24,0
D1309,0,0,38,0
D1310,0,0,38,10
D1311,0,0,52,0
D1312,0,0,75,0
D1313,0,0,24,0
D1314,0,0,36,4
D1315,0,0,24,0
D1316,0,0,148,578
D1317,0,0,51,0
D1318,0,0,82,0
D1319,0,0,62,2
D1320,0,0,2258,36
D1321,0,0,100,161
D1322,8,0,180,44
D1323,0,0,646,0
D1324,0,0,168,0
D1325,0,0,8,0
D1326,0,0,45,4
D1327,0,0,51,0
D1328,0,0,11,0
D1329,0,0,20,0
D1330,0,0,20,10
D1331,0,0,13,0
D1332,0,0,88,0
D1333,0,0,56,0
D1334,0,0,2,0
D1335,0,0,2,0
D1336,0,0,705,0
D1337,0,0,2178,58
D1338,0,0,409,0
D1339,0,0,38,0
D1340,0,0,271,0
D1341,0,0,507,155
D1342,0,0,125,0
D1343,0,0,379,4
D1344,0,0,284,0
D1345,0,0,284,0
D1346,0,0,119,0
D1347,0,0,632,0
D1348,0,0,297,0
D1349,0,0,640,8
D1350,0,0,688,0
D1351,0,0,395,6
D1352,0,0,118,0
D1353,0,0,321,0
D1354,0,0,96,0
D1355,0,0,75,0
D1356,0,0,278,12
D1357,0,0,363,27
D1358,0,0,81,12
D1359,0,0,327,0
D1360,0,0,795,12
D1361,0,0,468,0
D1362,0,0,112,0
D1363,0,0,131,0
D1364,0,0,3,0
D1365,0,0,98,0
D1366,0,0,129,0
D1367,0,0,0,0
D1368,0,0,33,0
D1369,0,0,14,88
D1370,0,0,33,104
D1371,0,0,20,68
D1372,0,0,63,6
D1373,0,0,24,0
D1374,0,0,24,0
D1375,0,0,6,0
D1376,0,0,40,89
D1377,0,0,155,0
D1378,0,0,92,0
D1379,0,0,14,85
D1380,0,0,185,0
D1381,0,0,43,0
D1382,0,0,71,204
D1383,0,0,44,22
D1384,0,0,58,0
D1385,0,0,77,0
D1386,0,0,207,0
D1387,0,0,131,24
D1388,0,0,143,0
D1389,0,0,37,0
D1390,0,0,19,0
D1391,0,0,82,0
D1392,0,0,39,0
D1393,0,0,49,4
D1394,0,0,221,285
D1395,0,0,72,0
D1396,0,0,60,2
D1397,0,0,42,0
D1398,0,0,21,7
D1399,0,0,251,0
D1400,0,0,34,0
D1401,0,0,681,4
D1402,0,0,66,135
D1403,0,0,18,20
D1404,0,0,38,20
D1405,0,0,252,0
D1406,0,0,210,0
D1407,0,0,58,0
D1408,0,0,25,0
D1409,0,0,0,0
D1410,0,0,89,45
D1411,0,0,9,0
D1412,0,0,103,0
D1413,0,0,19,0
D1414,0,0,365,3
D1415,0,0,25,0
D1416,0,0,10,0
D1417,0,0,0,0
D1418,0,0,905,1491
D1419,0,0,186,524
D1420,0,0,134,18
D1421,0,0,88,0
D1422,0,0,464,1046
D1423,0,0,1201,1193
D1424,0,0,366,1481
D1425,0,0,67,328
D1426,0,0,165,32
D1427,0,0,138,0
D1428,0,0,103,0
D1429,0,0,180,40
D1430,0,0,57,19
D1431,0,0,90,8
D1432,0,0,150,62
D1433,0,0,172,26
D1434,0,0,446,671
D1435,0,0,83,8
D1436,0,0,51,0
D1437,0,0,93,0
D1438,0,0,1063,2805
D1439,0,0,3041,761
D1440,0,0,65,0
D1441,0,0,129,0
D1442,0,0,146,34
D1443,0,0,108,308
D1444,0,0,285,72
D1445,0,0,184,0
D1446,0,0,74,4
D1447,0,0,62,0
D1448,0,0,27,0
D1449,0,0,57,22
D1450,0,0,23,0
D1451,0,0,12,380
D1452,0,0,196,81
D1453,0,0,44,5
D1454,0,0,163,220
D1455,0,0,249,221
D1456,0,0,18,0
D1457,0,0,103,0
D1458,0,0,368,197
D1459,0,0,138,523
D1460,0,0,12,0
D1461,0,0,145,8
D1462,0,0,243,92
D1463,0,0,210,382
D1464,0,0,40,0
D1465,0,0,327,42
D1466,0,0,26,4
D1467,0,0,56,4
D1468,0,0,80,1
D1469,0,0,76,421
D1470,0,0,429,0
D1471,0,0,268,74
D1472,0,0,137,79
D1473,0,0,55,0
D1474,0,0,178,47
D1475,0,0,122,520
D1476,0,0,31,0
D1477,0,0,16,0
D1478,0,0,48,0
D1479,0,0,26,552
D1480,0,0,50,4680
D1481,0,0,49,78
D1482,0,0,48,0
D1483,0,0,16,0
D1484,0,0,156,0
D1485,0,0,9,0
D1486,0,0,42,0
D1487,0,0,18,0
D1488,0,0,28,46
D1489,0,0,65,16
D1490,0,0,88,0
D1491,0,0,180,0
D1492,0,0,30,0
D1493,0,0,20,0
D1494,0,0,56,0
D1495,0,0,106,0
D1496,0,0,888,1652
D1497,0,0,123,204
D1498,0,0,16,0
D1499,0,0,21,0
D1500,0,0,52,16
D1501,0,0,46,16
D1502,0,0,32,80
D1503,0,0,37,0
D1504,0,0,2,56
D1505,0,0,13,0
D1506,0,0,193,1097
D1507,0,0,431,0
D1508,0,0,52,0
D1509,0,0,75,4
D1510,0,0,573,345
D1511,0,0,182,148
D1512,0,0,38,0
D1513,0,0,33,0
D1514,0,0,59,6
D1515,0,0,72,24
D1516,0,0,40,0
D1517,0,0,3,0
D1518,0,0,20,2
D1519,0,0,51,0
D1520,0,0,184,116
D1521,0,0,20,268
D1522,0,0,8,48
D1523,0,0,12,0
D1524,0,0,126,0
D1525,0,0,48,0
D1526,0,0,981,231
D1527,0,0,91,164
D1528,0,0,1035,0
D1529,0,0,765,12
D1530,0,0,194,168
D1531,0,0,245,22
D1532,0,0,6,0
D1533,0,0,14,0
D1534,0,0,2,81
D1535,0,0,9,12
D1536,0,0,19,0
D1537,0,0,142,8
D1538,0,0,70,0
D1539,0,0,25,0
D1540,0,0,64,0
D1541,0,0,28,6
D1542,0,0,11,0
D1543,0,0,97,0
D1544,0,0,1,0
D1545,0,0,93,0
D1546,0,0,279,20
D1547,0,0,8,104
D1548,0,0,48,0
D1549,0,0,9,0
D1550,0,0,38,2
D1551,0,0,53,0
D1552,0,0,7,0
D1553,0,0,7,4
D1554,0,0,5,0
D1555,0,0,9,0
D1556,0,0,51,4
D1557,0,0,116,24
D1558,0,0,11,22
D1559,0,0,75,0
D1560,0,0,21,93
D1561,0,0,75,6
D1562,0,0,0,0
D1563,0,0,95,0
D1564,0,0,11,0
D1565,1,101,534,32
D1566,0,15,0,1195
D1567,0,0,4706,127314
D1568,0,0,127,0
D1569,0,0,209,0
D1570,0,0,5607,35622
D1571,0,0,227,107964
D1572,0,0,995,0
D1573,0,47,0,0
D1574,0,44,0,0
D1575,0,0,102,0
D1576,0,0,619,282
D1577,0,0,78,9608
D1578,0,0,36,14
D1579,0,0,1274,21
D1580,0,0,54,0
D1581,0,0,6150,0
D1582,0,0,4133,28
D1583,0,48,0,1
D1584,0,0,7331,129745
D1585,0,0,388,757
D1586,0,0,333,3
D1587,0,0,60,0
D1588,0,0,121,3858
D1589,0,0,142,1943
D1590,0,0,45,0
D1591,0,0,106,0
D1592,0,0,26,135201
D1593,0,0,777,493
D1594,0,0,115,0
D1595,0,0,458,0
D1596,0,0,210,0
D1597,0,0,1579,0
D1598,0,0,446,16
D1599,0,0,224,0
D1600,0,0,1046,0
D1601,0,0,574,0
D1602,0,8,0,7
D1603,0,5,0,66978
D1604,0,5,0,0
D1605,0,0,333,40
D1606,0,0,70,0
D1607,0,0,53,0
D1608,0,0,48,0
D1609,0,0,66,17660
D1610,0,0,27,0
D1611,0,0,30,0
D1612,0,0,42,0
D1613,0,0,48,0
D1614,0,0,76,110
D1615,0,0,159,1417
D1616,0,0,1121,0
D1617,0,0,857,0
D1618,0,0,148,4347
D1619,0,0,166,2572
D1620,0,0,30,0
D1621,0,0,54,0
D1622,0,0,241,844
D1623,0,0,18,78168
D1624,0,0,36,0
D1625,0,0,33,0
D1626,0,0,33,0
D1627,0,0,1742,0
D1628,0,0,192,0
D1629,0,0,492,14
D1630,0,0,595,0
D1631,0,0,66,0
D1632,0,0,678,0
D1633,0,0,4017,0
D1634,0,0,409,424
D1635,0,0,120,60
D1636,0,0,427,0
D1637,0,0,422,0
D1638,0,0,1373,203
D1639,0,0,3577,7632
D1640,0,0,1106,0
D1641,0,9,0,0
D1642,0,0,2894,3068
D1643,0,0,4995,0
D1644,0,0,800,0
D1645,0,0,2812,0
D1646,0,0,1199,0
D1647,0,0,2900,0
D1648,0,0,663,0
D1649,0,10,0,0
D1650,0,0,168,0
D1651,0,0,514,0
D1652,0,0,268,0
D1653,0,0,580,0
D1654,0,0,113,32043
D1655,0,0,42,12
D1656,0,0,26,0
D1657,0,0,28,0
D1658,0,0,142,12
D1659,0,0,84,10
D1660,0,0,72,0
D1661,0,0,171,0
D1662,0,0,310,546
D1663,0,0,236,122
D1664,0,0,258,0
D1665,0,0,35,0
D1666,0,0,44,0
D1667,0,0,405,0
D1668,0,0,298,0
D1669,0,0,409,0
D1670,0,0,387,0
D1671,0,0,108,0
D1672,0,0,520,0
D1673,0,0,247,0
D1674,0,0,86,113
D1675,0,0,24,0
D1676,0,0,30,0
D1677,0,0,50,0
D1678,0,0,44,16851
D1679,0,0,88,3
D1680,0,0,41,2
D1681,0,0,95,51690
D1682,0,0,55,0
D1683,0,0,50,0
D1684,0,0,20,0
D1685,0,0,209,0
D1686,0,0,156,0
D1687,0,0,78,0
D1688,0,0,49,0
D1689,0,0,19,0
D1690,0,5,0,0
D1691,0,0,311,11
D1692,0,0,1099,0
D1693,0,0,178,0
D1694,0,0,379,0
D1695,0,0,1156,0
D1696,0,0,2808,0
D1697,0,0,669,337
D1698,0,0,11,0
D1699,0,0,587,0
D1700,0,0,624,0
D1701,0,0,1894,0
D1702,0,0,244,0
D1703,0,0,63,0
D1704,0,0,30,0
D1705,0,0,36,0
D1706,0,0,282,0
D1707,0,0,183,396
D1708,0,0,495,0
D1709,0,0,304,0
D1710,0,0,22,0
D1711,0,0,51,1357
D1712,0,0,70,0
D1713,0,0,254,0
D1714,0,0,2338,0
D1715,0,0,188,0
D1716,0,0,847,0
D1717,0,0,1560,24
D1718,0,0,122,0
D1719,0,0,325,0
D1720,0,0,252,0
D1721,0,0,1551,0
D1722,0,0,1532,0
D1723,0,0,1043,0
D1724,0,0,574,0
D1725,0,0,261,0
D1726,0,0,50,0
D1727,0,0,53,23
D1728,0,0,172,0
D1729,0,0,19,0
D1730,0,0,99,0
D1731,0,0,720,8
D1732,0,0,24,0
D1733,0,0,146,0
D1734,0,0,33,0
D1735,0,0,271,0
D1736,0,0,87,0
D1737,0,0,74,16
D1738,0,0,304,0
D1739,0,0,74,0
D1740,0,0,9,12
D1741,0,0,12,3
D1742,0,0,21,0
D1743,0,0,9,0
D1744,0,0,45,0
D1745,0,0,655,0
D1746,0,0,1860,2006
D1747,0,0,386,0
D1748,0,0,206,0
D1749,0,0,80,0
D1750,0,0,2364,18
D1751,0,0,482,8
D1752,0,0,97,0
D1753,0,0,112,0
D1754,0,0,410,0
D1755,0,0,220,0
D1756,0,0,141,0
D1757,0,0,362,0
D1758,0,0,343,0
D1759,0,0,62,0
D1760,0,0,503,0
D1761,0,0,133,0
D1762,0,0,178,0
D1763,0,0,536,0
D1764,0,0,232,0
D1765,0,0,28,0
D1766,0,0,13,24
D1767,0,0,245,0
D1768,0,0,202,0
D1769,0,0,83,0
D1770,0,0,926,0
D1771,0,0,605,0
D1772,0,0,9,0
D1773,0,0,5309,72
D1774,0,0,629,632
D1775,0,0,71,0
D1776,0,0,2746,5699
D1777,0,0,1066,1848
D1778,0,0,1126,13
D1779,0,0,1231,2
D1780,0,0,206,0
D1781,0,0,284,1078
D1782,0,0,72,5755
D1783,0,0,3279,89
D1784,0,0,3390,7979
D1785,0,0,4755,15779
D1786,0,0,353,0
D1787,0,0,558,0
D1788,0,0,8408,687
D1789,0,0,2713,9420
D1790,0,0,543,0
D1791,0,0,4569,0
D1792,0,0,16456,38227
D1793,0,0,9411,201204
D1794,0,0,3546,13
D1795,0,0,2067,368
D1796,0,0,628,3
D1797,0,0,2563,0
D1798,0,0,1805,114
D1799,0,0,1505,228
D1800,0,0,511,0
D1801,0,0,84,0
D1802,0,0,1225,12994
D1803,0,0,592,1789
D1804,0,0,923,0
D1805,0,0,50,0
D1806,0,0,268,611
D1807,0,0,37,9
D1808,0,0,480,24
D1809,0,0,387,0
D1810,0,0,227,0
D1811,0,0,89,0
D1812,0,0,12,60
D1813,0,0,166,0
D1814,0,0,971,222043
D1815,0,0,191,55
D1816,0,0,111,111
D1817,0,0,60,0
D1818,0,0,585,6108
D1819,0,0,274,30369
D1820,0,0,164,0
D1821,0,0,153,0
D1822,0,0,1832,4821
D1823,0,0,1143,21376
D1824,0,0,198,8
D1825,0,0,197,0
D1826,0,0,96,0
D1827,0,0,41,0
D1828,0,0,544,0
D1829,0,0,627,0
D1830,0,0,193,0
D1831,0,0,655,0
D1832,0,0,574,46
D1833,0,0,407,0
D1834,0,0,1197,1658
D1835,0,0,705,20781
D1836,0,0,205,0
D1837,0,0,147,0
D1838,0,0,256,82950
D1839,0,0,135,1385
D1840,0,0,27,0
D1841,0,0,108,0
D1842,0,0,173,540
D1843,0,0,510,26620
D1844,0,0,114,0
D1845,0,0,188,0
D1846,0,0,86,0
D1847,0,0,60,0
D1848,0,0,371,8
D1849,0,0,368,72
D1850,0,0,18,0
D1851,0,0,15,0
D1852,0,0,15,38
D1853,0,0,56,981
D1854,0,0,176,0
D1855,0,0,63,13177
D1856,0,0,951,0
D1857,0,0,652,0
D1858,0,0,3822,0
D1859,0,0,134,842
D1860,0,0,105,38
D1861,0,0,57,0
D1862,0,0,2965,85
D1863,0,0,1468,1866
D1864,0,0,34,10
D1865,0,0,147,1634
D1866,0,0,305,0
D1867,0,0,2002,0
D1868,0,0,160,5
D1869,0,0,430,17
D1870,0,0,728,1
D1871,0,0,200,7
D1872,0,0,611,0
D1873,0,0,148,1104
D1874,0,0,859,58
D1875,0,0,2376,310
D1876,0,0,9,0
D1877,0,0,20,0
D1878,0,0,1187,0
D1879,0,0,2497,20264
D1880,0,0,1051,769
D1881,0,0,293,11
D1882,0,0,196,0
D1883,0,0,264,0
D1884,0,0,541,163
D1885,0,0,958,0
D1886,0,0,418,0
D1887,0,0,218,0
D1888,0,0,941,0
D1889,0,0,2315,0
D1890,0,0,141,0
D1891,0,0,313,0
D1892,0,0,894,0
D1893,0,0,714,0
D1894,0,0,50,0
D1895,0,0,212,0
D1896,0,0,1759,16090
D1897,0,0,2124,1659
D1898,0,0,128,0
D1899,0,0,92,0
D1900,0,0,385,771
D1901,0,0,1117,0
D1902,0,0,215,0
D1903,0,0,268,0
D1904,0,0,394,0
D1905,0,0,208,0
D1906,0,0,369,178
D1907,0,0,1625,4
D1908,0,0,275,0
D1909,0,0,425,0
D1910,0,0,1646,265
D1911,0,0,1885,0
D1912,0,0,435,1
D1913,0,0,1702,1
D1914,0,0,2079,0
D1915,0,0,641,0
D1916,0,0,2517,12
D1917,0,0,568,0
D1918,0,0,1874,0
D1919,0,0,382,0
D1920,0,0,2405,668
D1921,0,0,1031,0
D1922,0,0,1285,0
D1923,0,0,278,0
D1924,0,0,285,0
D1925,0,0,92,0
D1926,0,0,770,0
D1927,0,0,1113,59
D1928,0,0,347,6
D1929,0,0,286,0
D1930,0,0,976,7991
D1931,0,0,807,481
D1932,0,0,204,0
D1933,0,0,505,0
D1934,0,0,1023,3
D1935,0,0,75,0
D1936,0,0,255,24
D1937,0,0,143,0
D1938,0,0,104,0
D1939,0,0,305,0
D1940,0,0,2675,2
D1941,0,0,320,0
D1942,0,0,122,0
D1943,0,0,374,0
D1944,0,0,35,0
D1945,0,0,15,0
D1946,0,0,320,0
D1947,0,0,47,1567
D1948,0,0,20,0
D1949,0,0,8,0
D1950,0,0,503,3241
D1951,0,0,724,27533
D1952,0,0,203,0
D1953,0,0,20,0
D1954,0,0,430,0
D1955,0,0,454,0
D1956,0,0,63,0
D1957,0,0,65,8
D1958,0,0,100,0
D1959,0,0,113,0
D1960,0,0,85,0
D1961,0,0,126,0
D1962,0,0,26,0
D1963,0,0,75,0
D1964,0,0,22,0
D1965,0,0,9,0
D1966,0,0,116,607
D1967,0,0,394,48
D1968,0,0,33,0
D1969,0,0,55,0
D1970,0,0,140,0
D1971,0,0,435,24
D1972,0,0,307,0
D1973,0,0,46,0
D1974,0,0,0,0
D1975,0,0,145,0
D1976,0,0,144,0
D1977,0,0,367,4
D1978,0,0,308,0
D1979,0,0,81,0
D1980,0,0,154,0
D1981,0,0,80,0
D1982,0,0,1089,164
D1983,0,0,313,0
D1984,0,0,569,265597
D1985,0,0,300,0
D1986,0,0,59,0
D1987,0,0,114,0
D1988,0,0,839,7
D1989,0,0,378,0
D1990,0,0,63,0
D1991,0,0,80,0
D1992,0,0,182,12793
D1993,0,0,1061,19
D1994,0,0,381,2
D1995,0,0,112,0
D1996,0,0,35,0
D1997,0,0,69,0
D1998,0,0,264,0
D1999,0,0,49,3
D2000,0,0,91,0
D2001,0,0,86,0
D2002,0,0,765,244
D2003,0,0,585,94
D2004,0,0,60,0
D2005,0,0,70,0
D2006,0,0,71,0
D2007,0,0,33,0
D2008,0,0,32,0
D2009,0,0,8,0
D2010,0,0,56,0
D2011,0,0,30,10
D2012,0,0,123,0
D2013,0,0,42,0
D2014,0,0,153,0
D2015,0,0,84,579
D2016,0,0,39,0
D2017,0,0,107,0
D2018,0,0,56,305
D2019,0,0,18,733
D2020,0,0,33,0
D2021,0,0,51,0
D2022,0,0,124,328
D2023,0,0,133,1061
D2024,0,0,52,0
D2025,0,0,96,49
D2026,0,0,308,0
D2027,0,0,24,2
D2028,0,0,29,0
D2029,0,0,1361,0
D2030,0,0,62,0
D2031,0,0,3509,0
D2032,0,0,224,0
D2033,0,0,613,0
D2034,0,0,983,86
D2035,0,0,1457,221
D2036,0,0,82,0
D2037,0,0,263,0
D2038,0,0,4503,15
D2039,0,0,642,129
D2040,0,0,235,2
D2041,0,0,1326,0
D2042,0,0,7778,176
D2043,0,0,1972,332
D2044,0,0,3195,0
D2045,0,0,344,0
D2046,0,0,282,0
D2047,0,0,73,0
D2048,0,0,0,0
D2049,0,0,256,0
D2050,0,0,43,6
D2051,0,0,256,0
D2052,0,0,27,60
D2053,0,0,65,0
D2054,0,0,331,1751
D2055,0,0,131,1864
D2056,0,0,124,0
D2057,0,0,195,0
D2058,0,0,1126,0
D2059,0,0,1147,28
D2060,0,0,71,0
D2061,0,0,130,0
D2062,0,0,1738,44
D2063,0,0,1152,0
D2064,0,0,301,0
D2065,0,0,150,0
D2066,0,0,45,0
D2067,0,0,421,0
D2068,0,0,560,23
D2069,0,0,182,0
D2070,0,0,397,0
D2071,0,0,284,0
D2072,0,0,495,0
D2073,0,0,104,0
D2074,0,0,466,80
D2075,0,0,1081,0
D2076,0,0,119,0
D2077,0,0,131,0
D2078,0,0,152,314
D2079,0,0,108,0
D2080,0,0,511,0
D2081,0,0,688,555
D2082,0,0,76,0
D2083,0,0,493,0
D2084,0,0,290,0
D2085,0,0,374,0
D2086,0,0,358,0
D2087,0,0,143,0
D2088,0,0,318,0
D2089,0,0,728,0
D2090,0,0,502,0
D2091,0,0,96,824
D2092,0,0,169,0
D2093,0,0,36,0
D2094,0,0,168,0
D2095,0,0,221,0
D2096,0,0,337,0
D2097,0,0,586,1079
D2098,0,0,66,0
D2099,0,0,117,0
D2100,0,0,1288,0
D2101,0,0,501,0
D2102,0,0,117,0
D2103,0,0,194,0
D2104,0,0,100,0
D2105,0,0,244,0
D2106,0,0,359,0
D2107,0,0,1178,265
D2108,0,0,268,0
D2109,0,0,183,0
D2110,0,0,373,0
D2111,0,0,614,14
D2112,0,0,139,0
D2113,0,0,217,0
D2114,0,0,271,0
D2115,0,0,338,0
D2116,0,0,128,0
D2117,0,0,437,0
D2118,0,0,327,0
D2119,0,0,416,0
D2120,0,0,286,0
D2121,0,0,1058,1
D2122,0,0,229,0
D2123,0,0,189,0
D2124,0,0,587,0
D2125,0,0,522,0
D2126,0,0,1210,16
D2127,0,0,1310,0
D2128,0,0,68,0
D2129,0,0,36,0
D2130,0,0,944,12
D2131,0,0,832,1049
D2132,0,0,346,0
D2133,0,0,12,0
D2134,0,0,74,0
D2135,0,0,50,0
D2136,0,0,119,0
D2137,0,0,852,0
D2138,0,0,308,0
D2139,0,0,362,0
D2140,0,0,402,0
D2141,0,0,230,0
D2142,0,0,107,0
D2143,0,0,113,0
D2144,0,0,42,0
D2145,0,0,24,0
D2146,0,0,146,133
D2147,0,0,49,26
D2148,0,0,23,0
D2149,0,0,23,0
D2150,0,0,113,12
D2151,0,0,131,12
D2152,0,0,27,0
D2153,0,0,14,0
D2154,0,0,79,0
D2155,0,0,50,0
D2156,0,0,418,0
D2157,0,0,339,0
D2158,0,0,150,0
D2159,0,0,94,5
D2160,0,0,101,1
D2161,0,0,28,0
D2162,0,0,41,0
D2163,0,0,8,0
D2164,0,0,73,3
D2165,0,0,42,0
D2166,0,0,124,3794
D2167,0,0,239,1
D2168,0,0,104,0
D2169,0,0,37,0
D2170,0,0,237,633
D2171,0,0,55,42
D2172,0,0,103,0
D2173,0,0,26,0
D2174,0,0,12,101
D2175,0,0,102,0
D2176,0,0,64,0
D2177,0,0,18,0
D2178,0,0,57,0
D2179,0,0,60,2
D2180,0,0,18,0
D2181,0,0,26,0
D2182,0,0,29,0
D2183,0,0,71,0
D2184,0,0,29,570
D2185,0,0,562,260
D2186,0,0,23,0
D2187,0,0,35,0
D2188,0,0,259,0
D2189,0,0,368,470
D2190,0,0,910,0
D2191,0,0,52,0
D2192,0,0,1351,0
D2193,0,0,5937,33
D2194,0,0,575,0
D2195,0,0,845,0
D2196,0,0,76,0
D2197,0,0,400,0
D2198,0,0,782,0
D2199,0,0,101,0
D2200,0,0,706,0
D2201,0,0,559,0
D2202,0,0,2505,17
D2203,0,0,1928,0
D2204,0,0,616,0
D2205,0,0,1251,0
D2206,0,0,159,21
D2207,0,0,39,0
D2208,0,0,83,0
D2209,0,0,165,0
D2210,0,0,301,0
D2211,0,0,71,0
D2212,0,0,153,0
D2213,0,0,295,0
D2214,0,0,562,675
D2215,0,0,191,0
D2216,0,0,419,0
D2217,0,0,38,0
D2218,0,0,802,1
D2219,0,0,23,0
D2220,0,0,68,0
D2221,0,0,6,0
D2222,0,0,216,0
D2223,0,0,324,0
D2224,0,0,62,0
D2225,0,0,167,0
D2226,0,0,2,0
D2227,0,0,88,0
D2228,0,0,467,0
D2229,0,0,171,0
D2230,0,0,232,0
D2231,0,0,45,0
D2232,0,0,153,0
D2233,0,0,80,0
D2234,0,0,535,0
D2235,0,0,586,0
D2236,0,0,31,0
D2237,0,0,63,0
D2238,0,0,130,0
D2239,0,0,259,0
D2240,0,0,177,0
D2241,0,0,209,0
D2242,0,0,358,0
D2243,0,0,243,103
D2244,0,0,594,0
D2245,0,0,156,0
D2246,0,0,46,0
D2247,0,0,122,0
D2248,0,0,28,0
D2249,0,0,80,0
D2250,0,0,27,0
D2251,0,0,58,0
D2252,0,0,68,0
D2253,0,0,50,0
D2254,0,0,388,0
D2255,0,0,253,32
D2256,0,0,521,0
D2257,0,0,37,0
D2258,0,0,1126,0
D2259,0,0,2140,0
D2260,0,0,35,0
D2261,0,0,804,0
D2262,0,0,671,0
D2263,0,0,637,0
D2264,0,0,49,0
D2265,0,0,6,0
D2266,0,0,36,0
D2267,0,0,85,0
D2268,0,0,201,0
D2269,0,0,531,0
D2270,0,0,48,0
D2271,0,0,1380,3
D2272,0,0,415,438
D2273,0,0,2040,4
D2274,0,0,1049,257
D2275,0,0,6268,35294
D2276,0,0,187,0
D2277,0,0,363,11
D2278,0,0,2359,3778
D2279,0,0,1866,33961
D2280,0,0,3149,926
D2281,0,0,6341,3131
D2282,0,0,612,0
D2283,0,0,58,0
D2284,0,0,488,4
D2285,0,0,1081,26
D2286,0,0,1237,0
D2287,0,0,49,0
D2288,0,0,380,114
